Final5k,Final10k,FinalHalf,FinalFull,MPH5K,MPH10K,MPHHalf,MPHFull
1 : 07 : 24,1 : 47 : 53,3 : 48 : 25,4 : 21 : 47,2.759643916913946,3.448169318708481,3.441079897847501,6.004965938753421
0 : 33 : 54,1 : 22 : 40,2 : 58 : 50,6 : 57 : 39,5.486725663716815,4.5,4.395153774464119,3.7639171555129898
0 : 35 : 26,1 : 23 : 05,2 : 54 : 38,6 : 26 : 13,5.249294449670744,4.477432296890672,4.500858942546287,4.070254175117594
0 : 33 : 50,1 : 49 : 46,2 : 59 : 55,5 : 50 : 15,5.497536945812808,3.3890069845126027,4.368689207966652,4.488222698072804
0 : 33 : 43,1 : 49 : 34,2 : 59 : 50,5 : 50 : 8,5.5165595650024715,3.3951931852753274,4.370713623725671,4.48971820258949
0 : 22 : 10,0 : 48 : 55,1 : 35 : 34,3 : 18 : 3,8.390977443609023,7.604770017035776,8.224625043599582,7.937389548093915
0 : 20 : 02,0 : 42 : 38,1 : 35 : 34,3 : 41 : 46,9.284525790349418,8.725566849100861,8.224625043599582,7.088531489553585
0 : 55 : 54,1 : 34 : 44,3 : 20 : 54,6 : 19 : 20,3.32737030411449,3.9268121041520057,3.9123942259830757,4.1441124780316345
0 : 30 : 54,1 : 02 : 53,2 : 19 : 31,5 : 30 : 47,6.019417475728155,5.9157169361251,5.633735515470074,4.752355519725903
1 : 29 : 45,1 : 11 : 02,3 : 42 : 25,4 : 34 : 49,2.072423398328691,5.236977944626936,3.533907830648183,5.720177087755473
0 : 59 : 22,1 : 48 : 32,3 : 14 : 22,6 : 49 : 26,3.13307130825379,3.427518427518428,4.0439032755959525,3.8394529023854105
0 : 39 : 20,1 : 09 : 44,2 : 45 : 4,5 : 33 : 58,4.728813559322034,5.334608030592734,4.761712439418417,4.707056592474299
0 : 42 : 17,1 : 33 : 45,3 : 19 : 29,7 : 10 : 17,4.398896334253055,3.968,3.9401787952209877,3.6534066700236276
0 : 44 : 21,1 : 24 : 09,3 : 0 : 9,6 : 24 : 24,4.19391206313416,4.420677361853833,4.363030807660283,4.0894901144641
0 : 44 : 21,1 : 24 : 11,3 : 0 : 9,6 : 24 : 24,4.19391206313416,4.418926945159374,4.363030807660283,4.0894901144641
0 : 23 : 57,0 : 48 : 13,1 : 48 : 34,4 : 29 : 26,7.766179540709812,7.715174559281023,7.23979121891311,5.834467400717555
0 : 38 : 06,1 : 18 : 00,2 : 49 : 45,6 : 12 : 14,4.881889763779528,4.769230769230769,4.6303387334315165,4.223157517686039
0 : 48 : 56,1 : 28 : 10,2 : 51 : 43,5 : 31 : 15,3.8010899182561313,4.2192816635160675,4.577307580316412,4.745660377358491
0 : 33 : 20,1 : 04 : 25,2 : 20 : 38,4 : 57 : 9,5.58,5.774902975420439,5.589002133206921,5.290257445734477
0 : 30 : 22,0 : 57 : 53,2 : 6 : 6,4 : 45 : 28,6.125137211855105,6.426720414627123,6.233148295003965,5.506772536198039
0 : 56 : 55,1 : 58 : 54,3 : 32 : 41,5 : 5 : 56,3.2679355783308934,3.1286795626576955,3.6956351383120447,5.1383743735018514
0 : 56 : 53,1 : 58 : 54,3 : 32 : 42,7 : 6 : 44,3.269850571344858,3.1286795626576955,3.695345557122708,3.6837994063427586
0 : 56 : 56,1 : 58 : 53,3 : 32 : 42,6 : 42 : 37,3.266978922716628,3.1291181830926678,3.695345557122708,3.904458335058161
0 : 39 : 03,1 : 11 : 21,2 : 51 : 36,5 : 46 : 30,4.763124199743919,5.213735108619482,4.580419580419581,4.536796536796537
1 : 07 : 58,1 : 49 : 02,3 : 41 : 7,7 : 16 : 49,2.736635605689063,3.4118006725771934,3.5546845556644304,3.5987637834331716
1 : 10 : 51,1 : 35 : 56,3 : 26 : 52,7 : 18 : 9,2.625264643613268,3.8776928422515633,3.799548823718981,3.587812393016091
0 : 32 : 13,1 : 00 : 32,2 : 6 : 41,4 : 29 : 26,5.773409208484222,6.145374449339207,6.204446783317984,5.834467400717555
0 : 43 : 13,0 : 52 : 10,1 : 52 : 15,3 : 55 : 55,4.303895102198226,7.130990415335464,7.002227171492205,6.6633698339809255
0 : 23 : 45,0 : 46 : 59,1 : 40 : 24,4 : 17 : 20,7.831578947368421,7.917701312522171,7.828685258964144,6.108808290155441
0 : 49 : 28,1 : 56 : 37,3 : 5 : 52,6 : 32 : 12,3.7601078167115904,3.1899385450907536,4.22883787661406,4.008159102498725
0 : 34 : 41,1 : 17 : 26,2 : 38 : 36,6 : 5 : 7,5.362806343104277,4.80413258717176,4.9558638083228255,4.305473136440407
0 : 36 : 06,1 : 23 : 18,2 : 57 : 30,6 : 58 : 43,5.152354570637119,4.465786314525811,4.4281690140845065,3.754328702782311
0 : 31 : 39,1 : 10 : 22,2 : 57 : 30,6 : 58 : 43,5.876777251184834,5.286594031264804,4.4281690140845065,3.754328702782311
0 : 20 : 16,0 : 43 : 02,1 : 43 : 4,4 : 10 : 49,9.177631578947368,8.644461657629744,7.626131953428202,6.267526081467207
0 : 33 : 36,1 : 07 : 13,2 : 30 : 25,5 : 31 : 18,5.535714285714286,5.534341681130672,5.225484764542936,4.74494415937217
0 : 27 : 05,0 : 50 : 26,1 : 48 : 9,3 : 51 : 40,6.867692307692308,7.376074025115665,7.267683772538141,6.785611510791367
1 : 19 : 55,1 : 34 : 59,3 : 14 : 29,6 : 25 : 43,2.327424400417101,3.9164765748376906,4.0414774188019535,4.075530397960507
0 : 22 : 29,0 : 44 : 33,1 : 40 : 34,3 : 36 : 28,8.272794662713121,8.350168350168351,7.815710971163407,7.26208808130582
0 : 48 : 57,1 : 32 : 14,3 : 14 : 32,6 : 59 : 43,3.7997957099080693,4.033249006143838,4.040438656614119,3.7453837906524243
0 : 48 : 56,1 : 32 : 14,3 : 12 : 8,6 : 49 : 45,3.8010899182561313,4.033249006143838,4.090909090909091,3.8364856619890175
1 : 14 : 26,1 : 27 : 03,3 : 11 : 51,6 : 41 : 20,2.4988804299149128,4.273406088454911,4.096950742767787,3.9169435215946846
0 : 24 : 16,0 : 52 : 00,1 : 56 : 55,4 : 29 : 42,7.664835164835165,7.153846153846154,6.722736992159657,5.828698553948832
0 : 34 : 31,1 : 07 : 20,2 : 31 : 25,6 : 22 : 17,5.388701110574602,5.524752475247525,5.190974133186572,4.112133234511924
0 : 43 : 09,1 : 31 : 21,3 : 2 : 34,6 : 23 : 13,4.310544611819235,4.072249589490969,4.305276611283549,4.1021180359239775
1 : 25 : 52,1 : 45 : 16,3 : 8 : 15,6 : 28 : 25,2.1661490683229814,3.533882203926536,4.175298804780876,4.047200171636987
0 : 42 : 02,1 : 27 : 39,3 : 15 : 13,6 : 57 : 37,4.425059476605869,4.244152880775813,4.026295569025868,3.764217583908688
0 : 37 : 09,1 : 16 : 11,2 : 56 : 59,6 : 21 : 53,5.006729475100943,4.8829577772916215,4.441096148413222,4.116440448653602
0 : 34 : 26,1 : 08 : 12,2 : 35 : 14,6 : 27 : 39,5.401742497579866,5.454545454545454,5.063345501395748,4.055204436992132
0 : 30 : 27,1 : 02 : 02,2 : 21 : 3,5 : 16 : 48,6.108374384236454,5.996775926921011,5.5724920241049265,4.962121212121212
1 : 20 : 32,1 : 50 : 20,3 : 32 : 40,6 : 45 : 24,2.3096026490066226,3.371601208459215,3.695924764890282,3.877651702022694
0 : 31 : 54,1 : 03 : 35,2 : 17 : 21,4 : 41 : 57,5.830721003134797,5.850589777195282,5.722606479796141,5.575456641248448
0 : 36 : 59,1 : 17 : 56,2 : 38 : 56,5 : 20 : 41,5.029292474087427,4.7733105218135155,4.945469798657718,4.9020321189127385
0 : 48 : 17,1 : 17 : 33,2 : 42 : 33,5 : 57 : 54,3.8522609596133934,4.796905222437138,4.835435250692094,4.392288348700754
0 : 51 : 50,1 : 39 : 46,3 : 38 : 52,6 : 58 : 0,3.5884244372990355,3.7287003007016373,3.5912275357904355,3.7607655502392343
0 : 36 : 02,1 : 12 : 33,2 : 42 : 25,6 : 0 : 52,5.161887141535615,5.12749827705031,4.839404822986147,4.356179567707371
0 : 41 : 07,1 : 25 : 58,2 : 19 : 34,4 : 39 : 59,4.523713011755168,4.327258627374952,5.631717219966563,5.614619917852252
0 : 37 : 09,1 : 17 : 45,2 : 55 : 20,6 : 26 : 22,5.006729475100943,4.784565916398714,4.482889733840303,4.068673971184539
0 : 27 : 58,0 : 59 : 09,2 : 7 : 21,5 : 6 : 8,6.6507747318236,6.289095519864751,6.171967020023557,5.135017421602788
0 : 27 : 12,0 : 57 : 22,2 : 6 : 27,5 : 18 : 4,6.838235294117648,6.484601975595584,6.215895610913405,4.942360092223852
0 : 48 : 21,1 : 30 : 14,3 : 20 : 27,7 : 3 : 24,3.8469493278179936,4.122644994458811,3.921177350960339,3.7128011336797355
0 : 43 : 43,1 : 04 : 55,2 : 46 : 8,4 : 23 : 7,4.254670224933283,5.7304236200256735,4.731139646869984,5.974536010641668
0 : 58 : 50,1 : 47 : 03,3 : 26 : 20,6 : 33 : 58,3.1614730878186967,3.4750116767865484,3.809369951534733,3.990185294864202
1 : 17 : 55,1 : 17 : 28,2 : 27 : 27,4 : 58 : 4,2.3871657754010696,4.8020654044750435,5.330620549338759,5.273987922165063
1 : 06 : 14,1 : 42 : 19,3 : 23 : 23,7 : 9 : 25,2.8082536487166583,3.6357712982570454,3.8646234532492008,3.6607801280807295
0 : 25 : 45,0 : 44 : 54,1 : 52 : 44,3 : 57 : 24,7.223300970873787,8.285077951002227,6.972205795387345,6.621735467565291
0 : 23 : 06,0 : 46 : 22,1 : 47 : 13,3 : 48 : 30,8.051948051948052,8.023005032350827,7.330949790144567,6.87964989059081
0 : 34 : 37,1 : 09 : 08,2 : 42 : 44,5 : 24 : 11,5.3731343283582085,5.380906460945034,4.829987709954937,4.8491080150120816
1 : 02 : 25,1 : 46 : 54,3 : 32 : 32,6 : 11 : 12,2.9799732977303077,3.479887745556595,3.6982434127979924,4.234913793103448
1 : 05 : 54,1 : 51 : 21,3 : 48 : 27,7 : 23 : 25,2.8224582701062215,3.340817242927706,3.4405778069599475,3.545198271001691
0 : 48 : 52,1 : 34 : 27,3 : 21 : 16,6 : 36 : 17,3.806275579809004,3.93859184753838,3.905266644584299,3.9668587290238464
1 : 01 : 19,1 : 34 : 28,3 : 21 : 15,6 : 36 : 17,3.0334329980973087,3.937896965419901,3.905590062111801,3.9668587290238464
0 : 36 : 55,1 : 14 : 38,2 : 32 : 9,5 : 25 : 59,5.038374717832958,4.984368021438142,5.16595465001643,4.822332430083337
0 : 53 : 01,1 : 41 : 13,3 : 25 : 39,7 : 7 : 33,3.5083307136120716,3.6752840441297545,3.822027716994894,3.6767629517015554
0 : 52 : 28,1 : 40 : 31,3 : 27 : 42,6 : 27 : 51,3.545108005082592,3.7008787929033327,3.7843042850264808,4.053113317003996
0 : 42 : 48,1 : 43 : 35,3 : 8 : 15,5 : 56 : 24,4.345794392523365,3.591311343523733,4.175298804780876,4.410774410774411
1 : 05 : 19,2 : 04 : 48,3 : 45 : 42,7 : 10 : 11,2.8476652207195716,2.980769230769231,3.482498892334958,3.6542559373910346
0 : 43 : 50,1 : 26 : 27,3 : 18 : 27,7 : 8 : 32,4.243346007604562,4.303065355696934,3.960695389266818,3.6683260734287493
1 : 58 : 24,1 : 30 : 43,3 : 36 : 5,6 : 44 : 22,1.570945945945946,4.100679772184457,3.6374855379868873,3.887560794658313
0 : 49 : 08,0 : 45 : 25,3 : 6 : 26,4 : 55 : 45,3.7856173677069203,8.190825688073396,4.215984266046845,5.315300084530854
0 : 35 : 06,1 : 30 : 50,2 : 40 : 4,5 : 14 : 29,5.299145299145299,4.095412844036698,4.910453977509371,4.998675075520695
0 : 38 : 55,1 : 12 : 27,2 : 50 : 35,4 : 57 : 40,4.779443254817988,5.134575569358178,4.60771861260381,5.28107502799552
0 : 52 : 30,1 : 32 : 27,2 : 44 : 38,6 : 35 : 44,3.542857142857143,4.023796646836128,4.774245798744685,3.9723719676549867
0 : 32 : 14,1 : 07 : 08,2 : 25 : 4,4 : 54 : 37,5.77042399172699,5.541211519364448,5.4181985294117645,5.335747015896362
1 : 00 : 46,1 : 03 : 53,2 : 23 : 22,5 : 11 : 34,3.06088864509051,5.823115053482912,5.482445942803999,5.045469134481651
0 : 37 : 35,1 : 30 : 53,3 : 1 : 37,6 : 30 : 4,4.9490022172949,4.093159728589767,4.327796641277415,4.030080328149034
0 : 37 : 41,1 : 18 : 34,2 : 27 : 31,5 : 10 : 33,4.935869084475897,4.7348324140857025,5.328211501525251,5.061986797617131
1 : 39 : 13,1 : 57 : 20,3 : 56 : 52,6 : 35 : 27,1.8746850327565934,3.170454545454546,3.318322544328736,3.975218105955241
1 : 42 : 11,1 : 57 : 19,3 : 57 : 20,7 : 20 : 45,1.8202577067362584,3.170904958090638,3.3117977528089884,3.566647759500851
1 : 42 : 12,1 : 57 : 19,3 : 57 : 11,7 : 20 : 43,1.8199608610567515,3.170904958090638,3.313892207153397,3.5669175207049126
1 : 20 : 07,2 : 18 : 23,3 : 30 : 14,6 : 15 : 24,2.3216143124609947,2.6881849933758883,3.738703028381164,4.187533297815664
0 : 35 : 29,1 : 11 : 46,2 : 36 : 53,6 : 6 : 20,5.24189760450916,5.183464932652114,5.01009242536917,4.2911737943585075
0 : 40 : 22,1 : 28 : 58,2 : 21 : 49,6 : 44 : 24,4.607762180016516,4.181341326339453,5.542366905629334,3.8872403560830864
0 : 18 : 27,0 : 39 : 24,1 : 26 : 43,2 : 58 : 49,10.08130081300813,9.441624365482234,9.064001537574475,8.79112685245596
0 : 40 : 12,1 : 16 : 56,2 : 38 : 39,5 : 49 : 2,4.626865671641791,4.835355285961871,4.954301922470848,4.503867825422595
0 : 43 : 56,1 : 22 : 54,3 : 38 : 3,6 : 57 : 11,4.2336874051593325,4.487334137515078,3.6046778261866543,3.7681275218728776
0 : 33 : 05,0 : 58 : 40,2 : 27 : 35,5 : 10 : 45,5.6221662468513856,6.340909090909092,5.325804630152455,5.058728881737731
0 : 32 : 30,1 : 05 : 45,2 : 5 : 16,4 : 42 : 27,5.723076923076924,5.657794676806083,6.274614156466205,5.5655868295273505
0 : 26 : 39,0 : 51 : 07,1 : 51 : 46,4 : 54 : 37,6.979362101313321,7.277469840234756,7.032508201610497,5.335747015896362
1 : 06 : 19,1 : 33 : 59,3 : 2 : 52,6 : 18 : 58,2.804724805227444,3.958148607909204,4.298213634706526,4.148122086375231
0 : 36 : 38,1 : 16 : 34,2 : 54 : 3,6 : 53 : 46,5.077343039126479,4.858511101436657,4.515943694340707,3.7992427293966005
1 : 04 : 58,1 : 17 : 49,2 : 53 : 8,6 : 4 : 4,2.8630066700872243,4.780466909402442,4.539853677319985,4.317890496246108
0 : 26 : 16,1 : 24 : 14,2 : 29 : 24,5 : 23 : 37,7.081218274111675,4.416303917688959,5.261044176706827,4.857599011175774
0 : 43 : 35,1 : 25 : 36,3 : 5 : 11,5 : 58 : 8,4.267686424474187,4.345794392523365,4.244442444424444,4.389426656738645
0 : 45 : 25,1 : 24 : 24,3 : 14 : 22,7 : 0 : 30,4.095412844036698,4.407582938388625,4.0439032755959525,3.738406658739595
0 : 23 : 43,0 : 48 : 41,1 : 46 : 17,3 : 58 : 38,7.842586085734365,7.641218760698392,7.395326956249019,6.587512222377427
0 : 34 : 52,1 : 23 : 49,2 : 49 : 28,5 : 51 : 18,5.334608030592734,4.438258103002585,4.638080251770259,4.474807856532878
0 : 25 : 18,0 : 52 : 55,1 : 52 : 54,4 : 8 : 1,7.351778656126482,7.02992125984252,6.961913197519928,6.338283717492103
0 : 28 : 25,1 : 02 : 32,2 : 16 : 38,4 : 47 : 33,6.545454545454545,5.948827292110875,5.7526225908758235,5.466875326030255
0 : 28 : 24,1 : 00 : 45,2 : 16 : 37,4 : 46 : 50,6.549295774647888,6.123456790123457,5.753324386970842,5.4805345729227195
0 : 45 : 32,1 : 31 : 43,3 : 18 : 39,6 : 58 : 57,4.084919472913617,4.055969471197528,3.956707777498112,3.752237737200143
0 : 32 : 11,1 : 25 : 48,2 : 28 : 48,5 : 45 : 38,5.779388917659245,4.335664335664336,5.282258064516129,4.548172437072042
1 : 12 : 37,1 : 30 : 25,2 : 42 : 17,5 : 55 : 9,2.561395455588708,4.114285714285715,4.843380918147273,4.426298747008306
0 : 35 : 57,1 : 02 : 04,2 : 33 : 29,5 : 15 : 17,5.17385257301808,5.9935553168635876,5.121077207080031,4.98599143627425
1 : 05 : 59,1 : 57 : 47,3 : 37 : 53,7 : 5 : 32,2.8188936600151555,3.1583415876609595,3.6074351717279893,3.6941876860410465
0 : 22 : 29,0 : 48 : 36,1 : 51 : 43,3 : 54 : 16,8.272794662713121,7.65432098765432,7.035655676562733,6.710301650540694
1 : 18 : 28,1 : 47 : 25,3 : 29 : 56,7 : 14 : 12,2.3704333050127446,3.4631497284716835,3.744045728802794,3.6204514048825427
0 : 43 : 15,2 : 00 : 24,2 : 30 : 55,4 : 55 : 41,4.300578034682081,3.089700996677741,5.208172280508007,5.316498506284876
0 : 38 : 10,1 : 15 : 01,2 : 40 : 29,5 : 14 : 55,4.873362445414847,4.95889802266163,4.897704849932496,4.991796771632706
1 : 06 : 19,1 : 50 : 34,3 : 22 : 48,7 : 3 : 52,2.804724805227444,3.3644859813084116,3.875739644970414,3.7087134318968227
0 : 55 : 51,1 : 55 : 27,3 : 36 : 38,7 : 18 : 50,3.3303491495076094,3.2221741013425724,3.628250500076935,3.5822255981769846
0 : 40 : 55,1 : 14 : 24,2 : 44 : 24,6 : 0 : 28,4.54582484725051,5,4.781021897810218,4.3610135010172
0 : 31 : 33,1 : 00 : 36,2 : 20 : 46,5 : 8 : 42,5.8954041204437395,6.138613861386139,5.583708264267107,5.092322643343052
0 : 52 : 56,1 : 36 : 58,3 : 33 : 56,6 : 29 : 41,3.5138539042821164,3.836369886558955,3.6740417575568713,4.034044737179761
1 : 06 : 40,1 : 36 : 32,3 : 17 : 31,7 : 3 : 47,2.79,3.853591160220995,3.979411020167074,3.7094427183702363
0 : 42 : 12,1 : 35 : 08,2 : 53 : 14,5 : 49 : 55,4.407582938388625,3.910301331464611,4.537233019049452,4.492498213860443
0 : 21 : 17,0 : 46 : 31,1 : 44 : 58,3 : 52 : 10,8.73923257635082,7.99713364385525,7.488091457605588,6.770997846374731
0 : 30 : 00,1 : 11 : 12,2 : 46 : 46,5 : 1 : 21,6.2,5.224719101123595,4.713172096741954,5.216525634644102
0 : 35 : 18,1 : 39 : 10,3 : 0 : 38,5 : 56 : 19,5.269121813031163,3.7512605042016807,4.351356338807898,4.41180597782871
0 : 53 : 31,1 : 50 : 40,3 : 30 : 36,7 : 7 : 53,3.4755527872936782,3.36144578313253,3.7321937321937324,3.673898648385463
0 : 26 : 35,0 : 59 : 17,2 : 15 : 31,4 : 56 : 16,6.996865203761756,6.274950801236997,5.8000245972205136,5.3060306030603055
0 : 40 : 25,1 : 35 : 08,3 : 0 : 10,6 : 20 : 47,4.602061855670104,3.910301331464611,4.362627197039778,4.128331947301614
0 : 35 : 56,1 : 09 : 11,2 : 17 : 22,5 : 6 : 38,5.176252319109463,5.3770175861238245,5.721912157243388,5.126644200456572
1 : 27 : 56,1 : 56 : 47,3 : 42 : 40,7 : 30 : 46,2.1152388172858223,3.1853860425289,3.529940119760479,3.487391850920654
0 : 53 : 36,1 : 43 : 50,3 : 34 : 22,7 : 7 : 40,3.4701492537313436,3.5826645264847516,3.6666148343958946,3.6757599376461414
0 : 21 : 00,0 : 44 : 34,1 : 39 : 19,3 : 47 : 53,8.857142857142858,8.347045624532536,7.914079543547576,6.898266656915088
0 : 24 : 34,0 : 52 : 55,1 : 59 : 1,4 : 31 : 9,7.5712347354138405,7.02992125984252,6.604117070438314,5.797529042965149
0 : 59 : 34,2 : 03 : 29,3 : 55 : 14,7 : 9 : 22,3.1225517627308337,3.01255230125523,3.341363185489585,3.6612064280723544
0 : 40 : 48,1 : 10 : 43,2 : 20 : 1,5 : 17 : 42,4.558823529411765,5.260428941786472,5.613617426496845,4.948064211520302
0 : 38 : 51,1 : 14 : 42,2 : 38 : 49,5 : 27 : 31,4.787644787644787,4.979919678714859,4.949102739007241,4.799755737621495
0 : 58 : 47,1 : 37 : 55,3 : 13 : 30,6 : 40 : 11,3.1641621774879503,3.799148936170213,4.062015503875969,3.9281995751947023
0 : 39 : 02,1 : 23 : 44,2 : 37 : 24,5 : 35 : 15,4.765157984628523,4.442675159235669,4.993646759847522,4.68903803131991
0 : 28 : 21,0 : 58 : 16,2 : 6 : 40,4 : 21 : 26,6.560846560846561,6.384439359267734,6.205263157894737,6.013005227591483
0 : 27 : 53,1 : 00 : 57,2 : 12 : 40,4 : 50 : 24,6.67065152420801,6.103363412633306,5.92462311557789,5.413223140495868
1 : 02 : 06,1 : 38 : 12,3 : 3 : 2,5 : 59 : 46,2.9951690821256043,3.788187372708758,4.294299763248953,4.369498749189289
0 : 33 : 49,1 : 12 : 38,2 : 48 : 21,5 : 21 : 32,5.500246426811237,5.1216154199173936,4.6688446688446685,4.889073190959983
1 : 14 : 08,1 : 42 : 43,3 : 36 : 53,6 : 27 : 6,2.5089928057553954,3.6216128508843095,3.624068239452855,4.0609661586153445
0 : 29 : 21,0 : 59 : 36,1 : 59 : 15,4 : 19 : 39,6.337308347529812,6.241610738255034,6.5911949685534585,6.0543038705950325
0 : 35 : 05,1 : 15 : 41,2 : 51 : 26,5 : 56 : 7,5.30166270783848,4.915216912574323,4.5848726424266,4.414283708522487
0 : 53 : 35,1 : 43 : 50,3 : 34 : 22,7 : 7 : 41,3.4712286158631414,3.5826645264847516,3.6666148343958946,3.6756166945949102
0 : 41 : 09,1 : 21 : 15,3 : 6 : 3,6 : 26 : 19,4.520048602673147,4.578461538461538,4.224670787422736,4.069200569480995
1 : 05 : 58,1 : 57 : 41,3 : 37 : 50,7 : 5 : 32,2.8196058615462354,3.161025350516924,3.608263198163734,3.6941876860410465
0 : 55 : 33,1 : 17 : 42,3 : 0 : 54,5 : 42 : 33,3.3483348334833485,4.787644787644787,4.344941956882255,4.589111078674646
0 : 56 : 33,1 : 54 : 59,4 : 6 : 32,6 : 55 : 31,3.2891246684350133,3.2352514857225687,3.188209843158464,3.7832417472223336
0 : 48 : 45,1 : 35 : 04,3 : 15 : 43,6 : 43 : 24,3.8153846153846156,3.91304347826087,4.016009537596866,3.8968765493306896
0 : 37 : 13,1 : 19 : 25,2 : 56 : 41,6 : 53 : 11,4.9977608598298255,4.684155299055614,4.448636921045184,3.804606510427171
1 : 27 : 57,1 : 56 : 48,3 : 42 : 41,7 : 30 : 45,2.1148379761227973,3.184931506849315,3.5296759224608936,3.487520798668885
1 : 13 : 51,1 : 50 : 54,3 : 33 : 5,5 : 51 : 13,2.5186188219363577,3.3543733092876464,3.6886976926085255,4.47586959616571
0 : 28 : 35,0 : 55 : 29,2 : 30 : 52,5 : 5 : 53,6.50728862973761,6.704716130970262,5.209898365002209,5.1392142973900725
0 : 26 : 06,0 : 57 : 19,2 : 38 : 36,5 : 34 : 17,7.126436781609196,6.490258796161675,4.9558638083228255,4.70259759684898
0 : 37 : 45,1 : 30 : 16,3 : 4 : 39,6 : 32 : 15,4.927152317880795,4.121122599704579,4.2567018683996745,4.007648183556405
0 : 25 : 16,0 : 58 : 15,2 : 8 : 19,5 : 39 : 23,7.361477572559367,6.386266094420601,6.125470840368879,4.631930462112655
0 : 31 : 26,1 : 00 : 15,2 : 21 : 16,5 : 13 : 24,5.917285259809121,6.174273858921162,5.56394525719679,5.015954052329292
1 : 03 : 41,1 : 43 : 36,3 : 32 : 32,6 : 51 : 13,2.920701387071447,3.590733590733591,3.6982434127979924,3.822802253475459
0 : 28 : 15,0 : 56 : 24,1 : 57 : 38,4 : 5 : 37,6.5840707964601775,6.595744680851064,6.681779540946444,6.4002171405306365
0 : 34 : 15,1 : 06 : 31,2 : 20 : 13,5 : 5 : 52,5.43065693430657,5.59258331245302,5.605610364911447,5.13949433304272
0 : 22 : 30,0 : 48 : 25,1 : 39 : 34,3 : 27 : 23,8.266666666666667,7.68330464716007,7.894208235687982,7.580165554930483
0 : 54 : 23,1 : 37 : 42,3 : 26 : 8,7 : 5 : 50,3.4201654918786395,3.8075742067553735,3.813065976714101,3.6915851272015656
1 : 49 : 08,2 : 01 : 37,3 : 58 : 27,7 : 30 : 35,1.7043372021991448,3.0587912840893523,3.2962885300901656,3.48881080081376
1 : 03 : 03,1 : 25 : 02,3 : 27 : 52,6 : 2 : 4,2.950039651070579,4.374754998039984,3.781270044900577,4.341741852329221
1 : 09 : 05,2 : 04 : 28,3 : 38 : 3,7 : 1 : 23,2.6924004825090475,2.988752008569898,3.6046778261866543,3.7305699481865284
0 : 42 : 44,1 : 19 : 05,2 : 56 : 1,6 : 43 : 36,4.352574102964119,4.7038988408851425,4.465486222895558,3.8949454905847367
0 : 42 : 44,1 : 19 : 06,2 : 56 : 0,6 : 43 : 35,4.352574102964119,4.70290771175727,4.465909090909091,3.8951063390460456
0 : 37 : 56,1 : 18 : 27,2 : 57 : 21,6 : 39 : 45,4.903339191564148,4.741873804971319,4.431914293769383,3.932457786116323
0 : 44 : 29,1 : 20 : 03,2 : 38 : 35,6 : 17 : 54,4.181341326339453,4.647095565271705,4.9563846558066205,4.159830643027256
0 : 39 : 02,1 : 17 : 52,2 : 54 : 38,6 : 24 : 33,4.765157984628523,4.777397260273973,4.500858942546287,4.087894942140164
0 : 39 : 04,1 : 17 : 53,2 : 54 : 38,6 : 24 : 34,4.761092150170648,4.776374919751765,4.500858942546287,4.08771777758516
0 : 39 : 04,1 : 17 : 53,2 : 54 : 38,6 : 24 : 35,4.761092150170648,4.776374919751765,4.500858942546287,4.087540628385699
1 : 00 : 56,1 : 36 : 49,3 : 7 : 47,6 : 55 : 59,3.052516411378556,3.8423136512308487,4.185674980030177,3.7789975559918263
0 : 48 : 56,0 : 57 : 59,2 : 12 : 36,5 : 54 : 47,3.8010899182561313,6.415636677206094,5.927601809954751,4.430873302954854
0 : 41 : 28,1 : 22 : 24,3 : 1 : 22,6 : 24 : 14,4.485530546623794,4.514563106796116,4.333762176070575,4.091263988895636
0 : 41 : 28,1 : 22 : 23,3 : 1 : 22,6 : 24 : 14,4.485530546623794,4.515476431317014,4.333762176070575,4.091263988895636
1 : 00 : 12,1 : 35 : 33,3 : 31 : 47,6 : 57 : 37,3.089700996677741,3.893249607535322,3.711340206185567,3.764217583908688
0 : 47 : 56,1 : 36 : 15,3 : 28 : 47,7 : 2 : 41,3.880389429763561,3.864935064935065,3.764668316436497,3.7190962501478646
0 : 21 : 35,0 : 46 : 08,1 : 37 : 42,3 : 42 : 58,8.617760617760618,8.063583815028903,8.045035823950869,7.050381222903273
0 : 41 : 49,1 : 28 : 57,3 : 13 : 4,7 : 3 : 57,4.447987245914707,4.182124789207419,4.071132596685083,3.70798443212643
0 : 36 : 52,1 : 16 : 37,2 : 31 : 21,5 : 51 : 58,5.045207956600362,4.855340439417011,5.193260654112983,4.466332039018846
0 : 42 : 04,1 : 26 : 25,3 : 4 : 18,6 : 53 : 13,4.4215530903328055,4.304725168756027,4.264785675529028,3.8042996006937444
0 : 37 : 30,1 : 30 : 51,3 : 3 : 0,7 : 3 : 2,4.96,4.094661529994497,4.295081967213115,3.7160192262233074
0 : 31 : 47,0 : 58 : 11,1 : 54 : 17,4 : 36 : 33,5.852123754588359,6.393583500429677,6.877643284235088,5.684324715241367
0 : 34 : 36,1 : 06 : 22,2 : 21 : 22,4 : 41 : 32,5.375722543352602,5.605223505775992,5.5600094317377975,5.583708264267107
0 : 37 : 09,1 : 11 : 27,2 : 50 : 40,6 : 26 : 33,5.006729475100943,5.206438068579426,4.60546875,4.06674427629026
